1,1,0.255304,0.162413,0.304809,0.070014,0.035451,169,1937,29,693
1,1,0.253182,0.169374,0.304809,0.077793,0.009651,183,1929,37,679
1,1,0.201909,0.337587,0.304809,0.143211,0.007811,348,1909,57,514
1,1,0.243281,0.201856,0.304809,0.169731,0.007549,327,1813,153,535
1,1,0.199434,0.345708,0.304809,0.194484,0.007080,424,1840,126,438
1,1,0.265912,0.127610,0.304809,0.115983,0.005934,219,1857,109,643
1,1,0.201909,0.337587,0.304809,0.143211,0.005753,348,1909,57,514
1,1,0.201909,0.337587,0.304809,0.143211,0.005963,348,1909,57,514
1,1,0.193069,0.366589,0.304809,0.140028,0.005965,356,1926,40,506
1,1,0.243281,0.201856,0.304809,0.169731,0.005891,327,1813,153,535
1,1,0.229137,0.248260,0.304809,0.144979,0.005602,312,1868,98,550
1,1,0.255304,0.162413,0.304809,0.067893,0.005516,166,1940,26,696
1,1,0.247878,0.186775,0.304809,0.149576,0.005589,292,1835,131,570
1,1,0.253182,0.169374,0.304809,0.077793,0.005813,183,1929,37,679
1,1,0.249646,0.180974,0.304809,0.062235,0.005743,166,1956,10,696
1,1,0.191655,0.371230,0.304809,0.152051,0.005804,375,1911,55,487
1,1,0.193069,0.366589,0.304809,0.140028,0.005536,356,1926,40,506
1,1,0.293494,0.037123,0.304809,0.011315,0.005570,32,1966,0,830
1,1,0.255304,0.162413,0.304809,0.070014,0.005753,169,1937,29,693
1,1,0.253182,0.169374,0.304809,0.095474,0.005568,208,1904,62,654
1,1,0.256011,0.160093,0.304809,0.084866,0.005467,189,1915,51,673
1,1,0.201909,0.337587,0.304809,0.143211,0.005448,348,1909,57,514
1,1,0.239038,0.215777,0.304809,0.194484,0.005545,368,1784,182,494
1,1,0.286421,0.060325,0.304809,0.042433,0.005514,86,1932,34,776
1,1,0.293494,0.037123,0.304809,0.011315,0.005257,32,1966,0,830
1,1,0.277935,0.088167,0.304809,0.133663,0.004920,227,1815,151,635
1,1,0.239038,0.215777,0.304809,0.194484,0.005138,368,1784,182,494
1,1,0.289958,0.048724,0.304809,0.029703,0.005031,63,1945,21,799
1,1,0.291372,0.044084,0.304809,0.042433,0.005104,79,1925,41,783
1,1,0.252475,0.171694,0.304809,0.081330,0.005196,189,1925,41,673
1,1,0.193069,0.366589,0.304809,0.140028,0.005031,356,1926,40,506
1,1,0.226662,0.256381,0.304809,0.181400,0.005139,367,1820,146,495
1,1,0.201909,0.337587,0.304809,0.143211,0.005117,348,1909,57,514
