1,1,0.332985,0.034170,0.344766,0.037280,0.125594,658,17234,342,8590
1,1,0.327990,0.048659,0.344766,0.060766,0.124075,1040,16986,590,8208
1,1,0.330450,0.041522,0.344766,0.048464,0.113016,842,17118,458,8406
1,1,0.321876,0.066393,0.344766,0.077170,0.116171,1342,16848,728,7906
1,1,0.334849,0.028763,0.344766,0.044289,0.113312,727,17115,461,8521
1,1,0.327542,0.049957,0.344766,0.057411,0.109584,1001,17037,539,8247
1,1,0.327542,0.049957,0.344766,0.057411,0.112170,1001,17037,539,8247
1,1,0.330450,0.041522,0.344766,0.048464,0.113240,842,17118,458,8406
1,1,0.328363,0.047578,0.344766,0.055174,0.109732,960,17056,520,8288
1,1,0.328363,0.047578,0.344766,0.055547,0.110671,965,17051,525,8283
1,1,0.330376,0.041739,0.344766,0.048464,0.117503,843,17119,457,8405
1,1,0.330376,0.041739,0.344766,0.048464,0.114846,843,17119,457,8405
1,1,0.326946,0.051687,0.344766,0.060021,0.116741,1044,17010,566,8204
1,1,0.334961,0.028439,0.344766,0.044624,0.168660,730,17109,467,8518
1,1,0.334588,0.029520,0.344766,0.047979,0.173137,780,17069,507,8468
1,1,0.333135,0.033737,0.344766,0.035789,0.141970,636,17252,324,8612
1,1,0.332985,0.034170,0.344766,0.037280,0.147185,658,17234,342,8590
1,1,0.330599,0.041090,0.344766,0.048464,0.140459,840,17116,460,8408
1,1,0.330823,0.040441,0.344766,0.048464,0.149808,837,17113,463,8411
1,1,0.324187,0.059689,0.344766,0.073442,0.146332,1261,16867,709,7987
1,1,0.334588,0.029520,0.344766,0.047979,0.163816,780,17069,507,8468
1,1,0.330823,0.040441,0.344766,0.048464,0.144729,837,17113,463,8411
1,1,0.334514,0.029736,0.344766,0.047979,0.151949,781,17070,506,8467
1,1,0.330749,0.040657,0.344766,0.047718,0.180459,828,17124,452,8420
1,1,0.330003,0.042820,0.344766,0.068446,0.145250,1116,16856,720,8132
1,1,0.328288,0.047794,0.344766,0.055547,0.156606,966,17052,524,8282
1,1,0.334961,0.028439,0.344766,0.044624,0.177246,730,17109,467,8518
1,1,0.329779,0.043469,0.344766,0.072472,0.164245,1173,16805,771,8075
1,1,0.332985,0.034170,0.344766,0.036534,0.151541,648,17244,332,8600
1,1,0.336117,0.025087,0.344766,0.040933,0.140229,665,17143,433,8583
1,1,0.333135,0.033737,0.344766,0.035043,0.136810,626,17262,314,8622
1,1,0.330376,0.041739,0.344766,0.048837,0.143069,848,17114,462,8400
1,1,0.325157,0.056877,0.344766,0.066358,0.150507,1153,16949,627,8095
1,1,0.329705,0.043685,0.344766,0.051446,0.151310,892,17088,488,8356
1,1,0.335632,0.026492,0.344766,0.043953,0.141445,712,17109,467,8536
1,1,0.326350,0.053417,0.344766,0.062258,0.143858,1082,16988,588,8166
1,1,0.326871,0.051903,0.344766,0.060021,0.143979,1045,17011,565,8203
1,1,0.331531,0.038387,0.344766,0.061400,0.139627,1001,16930,646,8247
1,1,0.330115,0.042496,0.344766,0.068111,0.139144,1110,16859,717,8138
1,1,0.332985,0.034170,0.344766,0.037280,0.146058,658,17234,342,8590
